timestamp,joint,x,y,z
0.1,15,0.10008257,0.035273123,0.980836581
0.1,16,-0.080075824,0.026856708,1.037530436
0.1,17,0.107744174,-0.004825701,0.977894242
0.1,18,-0.080956847,-0.006316735,1.04594485
0.1,19,0.097685643,-0.004361746,0.984964717
0.1,20,-0.070076738,-0.007384347,1.038560062
0.1,21,0.089488955,0.009992831,0.984615076
0.1,22,-0.066365467,0.005306963,1.037970434
0.1,23,0.04112267,0.069031543,1.062472433
0.1,24,-0.032410603,0.071600866,1.09461686
0.1,25,0.047409475,-0.239271726,1.068667416
0.1,26,-0.018804475,-0.250126869,1.145275477
0.1,27,0.044631868,-0.537906103,1.124781437
0.1,28,-0.012628536,-0.558547686,1.186956148
0.1,29,0.034678848,-0.614098678,1.123511805
0.1,30,-0.006741927,-0.610958206,1.191203813
0.1,31,0.038533962,-0.527485807,1.065790612
0.1,32,-0.01138762,-0.554812833,1.13877667
0.133333333,0,0.005885487,0.50932654,1.098776292
0.133333333,1,0.00988372,0.498177879,1.063655943
0.133333333,2,0.013918971,0.497410609,1.063865126
0.133333333,3,0.018631687,0.501367676,1.064058148
0.133333333,4,-0.002187367,0.501192872,1.066614241
0.133333333,5,-0.006338729,0.501147859,1.066234511
0.133333333,6,-0.010514688,0.500988465,1.066884298
0.133333333,7,0.021632855,0.445685642,0.962239881
0.133333333,8,-0.016023004,0.445737016,0.968760658
0.133333333,9,0.01078551,0.481490385,1.071888391
0.133333333,10,-0.000780719,0.48471043,1.074158993
0.133333333,11,0.067223258,0.367954245,0.948745329
0.133333333,12,-0.052989915,0.389792716,0.99832372
0.133333333,13,0.080200726,0.193149854,0.927302976
0.133333333,14,-0.076077073,0.205016489,1.012855884
0.133333333,15,0.098974994,0.025111719,0.969004486
0.133333333,16,-0.080644709,0.025140525,1.023794596
0.133333333,17,0.105387271,-0.016484065,0.964012001
0.133333333,18,-0.083078539,-0.006738292,1.032540631
0.133333333,19,0.095772514,-0.016990182,0.971632917
0.133333333,20,-0.072312143,-0.007776265,1.021541041
0.133333333,21,0.087341001,-0.002200675,0.972199101
0.133333333,22,-0.068386577,0.00271506,1.022851285
0.133333333,23,0.041496132,0.067504857,1.089391145
0.133333333,24,-0.035308276,0.066739148,1.119415567
0.133333333,25,0.050299723,-0.249375136,1.104119892
0.133333333,26,-0.018113545,-0.263612012,1.178462547
0.133333333,27,0.044778104,-0.562018595,1.17947511
0.133333333,28,-0.011584398,-0.582924086,1.2426246
0.133333333,29,0.039524831,-0.644845906,1.179813665
0.133333333,30,-0.003023311,-0.638282921,1.248621259
0.133333333,31,0.041402428,-0.556830565,1.118136149
0.133333333,32,-0.005788881,-0.58205039,1.189031784
0.166666667,0,0.006854386,0.549790161,1.184527738
0.166666667,1,0.011083668,0.54630802,1.152257764
0.166666667,2,0.016077689,0.545236647,1.152545506
0.166666667,3,0.020647346,0.544785137,1.152643106
0.166666667,4,-0.00086377,0.551007763,1.156095393
0.166666667,5,-0.005670795,0.551594806,1.155707558
0.166666667,6,-0.010331962,0.546100101,1.156489327
0.166666667,7,0.022915409,0.48848263,1.049169881
0.166666667,8,-0.01641788,0.491081995,1.059013826
0.166666667,9,0.011811567,0.519595455,1.155354261
0.166666667,10,-0.000534876,0.52377673,1.158796979
0.166666667,11,0.06937829,0.395509931,1.023365644
0.166666667,12,-0.059588485,0.418691192,1.081299999
0.166666667,13,0.085993911,0.213225212,1.00685977
0.166666667,14,-0.083035881,0.218599981,1.097617039
0.166666667,15,0.1097501,0.034528336,1.053896246
0.166666667,16,-0.090731457,0.032851495,1.118633007
0.166666667,17,0.118903155,-0.004731646,1.049675902
0.166666667,18,-0.09492123,-0.003210633,1.133198977
0.166666667,19,0.107161107,-0.006126022,1.0598907
0.166666667,20,-0.084189178,-0.0047888,1.125437464
0.166666667,21,0.101871497,0.008011235,1.058666778
0.166666667,22,-0.07740061,0.008034666,1.119819001
0.166666667,23,0.041471345,0.073514831,1.112712737
0.166666667,24,-0.036419328,0.071531099,1.147732559
0.166666667,25,0.050373499,-0.257152129,1.130683447
0.166666667,26,-0.019193765,-0.268582249,1.209902374
0.166666667,27,0.0424093,-0.569973107,1.199982775
0.166666667,28,-0.008878104,-0.597965774,1.271250402
0.166666667,29,0.03744656,-0.65560217,1.200613101
0.166666667,30,-0.004558195,-0.659197117,1.278484275
0.166666667,31,0.043179144,-0.568427757,1.143264033
0.166666667,32,-0.0003275,-0.5850399,1.227556539
0.2,0,0.002955488,0.565713524,1.200180563
0.2,1,0.007521509,0.561977033,1.167647385
0.2,2,0.011734885,0.560744424,1.167892834
0.2,3,0.016881496,0.559532692,1.167960209
0.2,4,-0.00463337,0.566574524,1.170408835
0.2,5,-0.008704081,0.567049138,1.170039171
0.2,6,-0.01294705,0.567109691,1.17076455
0.2,7,0.019268577,0.507744927,1.066228709
0.2,8,-0.018575324,0.502972569,1.071395716
0.2,9,0.007959091,0.534242245,1.171518023
0.2,10,-0.004058057,0.537456967,1.173721536
0.2,11,0.067887545,0.405840598,1.039505182
0.2,12,-0.061245431,0.427052703,1.093215885
0.2,13,0.084328407,0.218550682,1.01939427
0.2,14,-0.082922694,0.222964302,1.098957414
0.2,15,0.112946104,0.030780966,1.060596845
0.2,16,-0.09073893,0.041470726,1.102254345
0.2,17,0.123830427,-0.009446232,1.054918616
0.2,18,-0.096679224,0.003890545,1.110445059
0.2,19,0.116356523,-0.010718033,1.064343809
0.2,20,-0.086741437,0.004526808,1.101299147
0.2,21,0.104731903,0.005826351,1.065185501
0.2,22,-0.07948119,0.01586858,1.10195007
0.2,23,0.038753943,0.079936525,1.139902463
0.2,24,-0.037344928,0.074989026,1.172306555
0.2,25,0.049690253,-0.257553023,1.164119108
0.2,26,-0.019516686,-0.267108056,1.229800633
0.2,27,0.043142084,-0.580009736,1.241059771
0.2,28,-0.01042343,-0.604189884,1.29617571
0.2,29,0.039362482,-0.671695023,1.241888559
0.2,30,-8.46542E-06,-0.661083485,1.302991948
0.2,31,0.041683556,-0.58943424,1.184556991
0.2,32,-0.001678297,-0.590155885,1.247824161
0.233333333,0,0.003435058,0.575833066,1.245544329
0.233333333,1,0.00847575,0.567280696,1.213316638
0.233333333,2,0.012678166,0.573346801,1.213577449
0.233333333,3,0.018267595,0.572862261,1.213659584
0.233333333,4,-0.004515435,0.571356803,1.217440124
0.233333333,5,-0.009816941,0.571360993,1.217040948
0.233333333,6,-0.014616598,0.571223464,1.217811461
0.233333333,7,0.020939747,0.516456384,1.109075188
0.233333333,8,-0.02115817,0.516442483,1.119784925
0.233333333,9,0.008931091,0.544839512,1.215474516
0.233333333,10,-0.003937197,0.54836657,1.219315584
0.233333333,11,0.068552756,0.419559521,1.07656084
0.233333333,12,-0.066228729,0.440093463,1.140543755
0.233333333,13,0.086611439,0.227714124,1.053931676
0.233333333,14,-0.088665195,0.222128466,1.140065454
0.233333333,15,0.109931828,0.034648695,1.085759625
0.233333333,16,-0.094018309,0.026493775,1.13580691
0.233333333,17,0.121200745,-0.005553117,1.08042179
0.233333333,18,-0.104032655,-0.012983392,1.144190002
0.233333333,19,0.108784497,-0.006521689,1.089397259
0.233333333,20,-0.09359278,-0.011493586,1.136515911
0.233333333,21,0.10313571,0.008887888,1.090321637
0.233333333,22,-0.084671059,0.001136519,1.136025842
0.233333333,23,0.039123215,0.082597155,1.158472975
0.233333333,24,-0.040587647,0.076608624,1.205422032
0.233333333,25,0.049970042,-0.257563108,1.167172994
0.233333333,26,-0.022504152,-0.268963144,1.253709145
0.233333333,27,0.042148166,-0.579727704,1.225597828
0.233333333,28,-0.012292615,-0.604875477,1.306125201
0.233333333,29,0.035697082,-0.66176547,1.224212583
0.233333333,30,-0.005283309,-0.663234262,1.312026642
0.233333333,31,0.049263783,-0.549070174,1.160232637
0.233333333,32,0.002535151,-0.59118593,1.256191894
0.266666667,0,0.002032841,0.589017941,1.264990636
0.266666667,1,0.006572828,0.586973383,1.232349864
0.266666667,2,0.011519839,0.586812739,1.232645708
0.266666667,3,0.01613561,0.586610084,1.232772226
0.266666667,4,-0.005234068,0.583846636,1.235707651
0.266666667,5,-0.010188988,0.583974363,1.235296839
0.266666667,6,-0.01470458,0.583789599,1.236037281
0.266666667,7,0.019907887,0.530837921,1.132374384
0.266666667,8,-0.021243198,0.528621204,1.139428102
0.266666667,9,0.007950878,0.559011559,1.236912493
0.266666667,10,-0.005232354,0.560720082,1.239664127
0.266666667,11,0.06900099,0.432349945,1.10325829
0.266666667,12,-0.064725718,0.450212864,1.16034291
0.266666667,13,0.08739559,0.235580966,1.075822943
0.266666667,14,-0.088626911,0.238682958,1.158042625
0.266666667,15,0.112303408,0.039446654,1.107816317
0.266666667,16,-0.096221872,0.035983075,1.156421234
0.266666667,17,0.125825043,-0.015007635,1.102194176
0.266666667,18,-0.100659852,-0.001735765,1.163688232
0.266666667,19,0.116219799,-0.003132082,1.111413338
0.266666667,20,-0.090758816,-0.001793899,1.156362098
0.266666667,21,0.104896544,0.012854243,1.112438389
0.266666667,22,-0.083876915,0.011990665,1.156677768
0.266666667,23,0.038225807,0.086350487,1.190992405
0.266666667,24,-0.040410861,0.083634219,1.224589511
0.266666667,25,0.050605524,-0.260048374,1.185819953
0.266666667,26,-0.022758659,-0.267943317,1.264888857
0.266666667,27,0.042794613,-0.58534523,1.237164969
0.266666667,28,-0.012658226,-0.603808213,1.300998487
0.266666667,29,0.039796043,-0.672389491,1.234989484
0.266666667,30,-0.004575277,-0.656281707,1.304738969
0.266666667,31,0.043004935,-0.556025672,1.172309381
0.266666667,32,-0.006014481,-0.599874878,1.248407014
0.3,0,-0.001394224,0.581765842,1.245538067
0.3,1,0.004306445,0.578537612,1.209875775
0.3,2,0.009144104,0.577634085,1.210117187
0.3,3,0.014736335,0.577085194,1.210232092
0.3,4,-0.009362357,0.583148233,1.212779038
0.3,5,-0.014003387,0.584117977,1.212426022
0.3,6,-0.018658843,0.585352363,1.213172689
0.3,7,0.019825324,0.519638939,1.105326468
0.3,8,-0.024574719,0.522423947,1.11157495
0.3,9,0.004661774,0.550998397,1.216865452
0.3,10,-0.008975807,0.555797394,1.219463005
0.3,11,0.069434744,0.422620394,1.086855078
0.3,12,-0.068128814,0.437671033,1.130761156
0.3,13,0.086186941,0.225942122,1.065332154
0.3,14,-0.09221493,0.226433506,1.139119381
0.3,15,0.108646637,0.027292655,1.103146905
0.3,16,-0.099611684,0.028790998,1.144274974
0.3,17,0.119404874,-0.01960684,1.09991839
0.3,18,-0.106843084,-0.005714931,1.150020147
0.3,19,0.105592858,-0.018914111,1.103754545
0.3,20,-0.094127909,-0.007096096,1.139915163
0.3,21,0.100225701,-0.002511893,1.106249595
0.3,22,-0.08823483,0.004637986,1.143090965
0.3,23,0.040518867,0.074138004,1.22058929
0.3,24,-0.044219463,0.068463964,1.246818555
0.3,25,0.050845254,-0.274645504,1.25050565
0.3,26,-0.027894093,-0.289756928,1.318067739
0.3,27,0.045730748,-0.625730236,1.332130635
0.3,28,-0.017369136,-0.639623056,1.381999949
0.3,29,0.038902809,-0.713707094,1.333493041
0.3,30,-0.009830854,-0.709778933,1.38803255
0.3,31,0.045041597,-0.592470348,1.279930009
0.3,32,-0.01161797,-0.623494835,1.337128179
0.333333333,0,-0.00633546,0.618729678,1.336897637
0.333333333,1,-0.002008459,0.616727902,1.303231369
0.333333333,2,0.002710486,0.615768592,1.303533017
0.333333333,3,0.007621252,0.615026608,1.303717467
0.333333333,4,-0.01583363,0.621267537,1.306128013
0.333333333,5,-0.020448415,0.622077218,1.30582933
0.333333333,6,-0.025099198,0.622923891,1.3065707
0.333333333,7,0.013847531,0.560426692,1.195593837
0.333333333,8,-0.030123769,0.564630182,1.2009091
0.333333333,9,-0.000318293,0.589097918,1.305961113
0.333333333,10,-0.013399148,0.589180155,1.308195966
0.333333333,11,0.069393645,0.44720594,1.161107625
0.333333333,12,-0.074400558,0.462044008,1.214000634
0.333333333,13,0.088250614,0.242554662,1.141328345
0.333333333,14,-0.095949609,0.24122654,1.225340134
0.333333333,15,0.115374552,0.038467417,1.18550552
0.333333333,16,-0.104764995,0.034541616,1.240819112
0.333333333,17,0.125767675,-0.013420202,1.181673053
0.333333333,18,-0.113147913,-0.001319511,1.2524879
0.333333333,19,0.111497975,-0.008411365,1.189885925
0.333333333,20,-0.098863519,-0.002225523,1.24460268
0.333333333,21,0.105133438,0.006948166,1.189814466
0.333333333,22,-0.091417601,0.009865969,1.241718016
0.333333333,23,0.039417895,0.079106416,1.243253394
0.333333333,24,-0.04432628,0.076614567,1.275854879
0.333333333,25,0.05189584,-0.277096098,1.266578691
0.333333333,26,-0.026965103,-0.290929009,1.345773774
0.333333333,27,0.046066417,-0.617317322,1.333091098
0.333333333,28,-0.018402583,-0.645681385,1.404774333
0.333333333,29,0.037714474,-0.714798056,1.333765904
0.333333333,30,-0.009642032,-0.715276098,1.411500673
0.333333333,31,0.050742934,-0.585255713,1.286403571
0.333333333,32,-0.011045539,-0.636257906,1.369344535
0.366666667,0,-0.005086403,0.612397412,1.323875301
0.366666667,1,0.000599111,0.609258394,1.290379466
0.366666667,2,0.005103374,0.607947921,1.290659441
0.366666667,3,0.009956963,0.606842998,1.290734693
0.366666667,4,-0.013490577,0.614258152,1.292312488
0.366666667,5,-0.017914771,0.615416518,1.291925382
0.366666667,6,-0.023610993,0.616199424,1.29269412
0.366666667,7,0.014009622,0.55530193,1.18997391
0.366666667,8,-0.028787944,0.559050531,1.191640813
0.366666667,9,0.001590772,0.580258457,1.296324181
0.366666667,10,-0.012793328,0.583864709,1.297390717
0.366666667,11,0.069920261,0.446470321,1.166279581
0.366666667,12,-0.074099585,0.457417322,1.21122535
0.366666667,13,0.086705263,0.23704559,1.139484193
0.366666667,14,-0.092185155,0.234192647,1.214176115
0.366666667,15,0.110883982,0.025812925,1.179648478
0.366666667,16,-0.100455881,0.02525361,1.217815373
0.366666667,17,0.119703991,-0.027164814,1.176156242
0.366666667,18,-0.107682089,-0.014273135,1.223625299
0.366666667,19,0.107593194,-0.028330396,1.181525294
0.366666667,20,-0.09575851,-0.01457201,1.217064161
0.366666667,21,0.102211989,-0.008365772,1.182648484
0.366666667,22,-0.088687446,-0.001259271,1.217838619
0.366666667,23,0.041010006,0.076615333,1.271540466
0.366666667,24,-0.046074156,0.074852401,1.299262226
0.366666667,25,0.052074351,-0.286577955,1.291753527
0.366666667,26,-0.030334087,-0.304774714,1.353431922
0.366666667,27,0.046982255,-0.645652144,1.366121199
0.366666667,28,-0.014291539,-0.673005889,1.407593209
0.366666667,29,0.046400853,-0.745120366,1.366159212
0.366666667,30,-0.004406624,-0.729702697,1.412485253
0.366666667,31,0.04765587,-0.627465393,1.310678391
0.366666667,32,-0.006093515,-0.665778723,1.354858745
0.4,0,-0.010207415,0.612486903,1.336100538
0.4,1,-0.005601473,0.61157337,1.300919418
0.4,2,-0.001061751,0.610805274,1.301184669
0.4,3,0.003715336,0.610180879,1.301274441
0.4,4,-0.019313373,0.616198316,1.303502386
0.4,5,-0.024116246,0.617115976,1.303112742
0.4,6,-0.029090045,0.617970889,1.303869164
0.4,7,0.01170238,0.557727213,1.195922223
0.4,8,-0.033790495,0.561382436,1.20099238
0.4,9,-0.004370906,0.583825285,1.307112626
0.4,10,-0.018216259,0.587983674,1.309215873
0.4,11,0.069441059,0.446934569,1.174298731
0.4,12,-0.076526594,0.459828866,1.217337941
0.4,13,0.089293413,0.231775288,1.147288037
0.4,14,-0.096590641,0.233413092,1.223319878
0.4,15,0.106503815,0.020591018,1.188532186
0.4,16,-0.104118148,0.03056363,1.231310834
0.4,17,0.114057178,-0.03018533,1.186347869
0.4,18,-0.109045707,-0.005835194,1.237793391
0.4,19,0.102058695,-0.032770828,1.191205462
0.4,20,-0.096270097,-0.004893026,1.229280454
0.4,21,0.09370743,-0.013661238,1.191608449
0.4,22,-0.09115772,0.008731112,1.230697294
0.4,23,0.041371631,0.070028578,1.298073716
0.4,24,-0.048346605,0.067692842,1.324535078
0.4,25,0.054541656,-0.293931978,1.323195465
0.4,26,-0.029625338,-0.316889144,1.392266241
0.4,27,0.052567402,-0.644829934,1.401218546
0.4,28,-0.017429804,-0.6812972,1.44989535
0.4,29,0.051436823,-0.741745771,1.402114933
0.4,30,-0.007855652,-0.748506163,1.455215556
0.4,31,0.05792487,-0.613975301,1.350670261
0.4,32,-0.0074696,-0.645957165,1.404387248
0.433333333,0,-0.010735992,0.614710206,1.345927283
0.433333333,1,-0.005559826,0.611784298,1.312357152
0.433333333,2,-0.000480735,0.610561698,1.312726539
0.433333333,3,0.004099878,0.609656907,1.312757256
0.433333333,4,-0.01892063,0.615848507,1.313573331
0.433333333,5,-0.024076792,0.616338856,1.313191144
0.433333333,6,-0.028926075,0.617174824,1.314012567
0.433333333,7,0.010005,0.556389481,1.215678713
0.433333333,8,-0.032588983,0.556262233,1.2144467
0.433333333,9,-0.003882908,0.584453268,1.320155479
0.433333333,10,-0.018264413,0.587868037,1.320289539
0.433333333,11,0.072080392,0.448322914,1.198715253
0.433333333,12,-0.078393584,0.456561037,1.231593503
0.433333333,13,0.092637121,0.228206189,1.173614903
0.433333333,14,-0.101792502,0.226791458,1.246074392
0.433333333,15,0.108145373,0.015232413,1.223506583
0.433333333,16,-0.107037929,0.02132967,1.269881031
0.433333333,17,0.116722778,-0.039236297,1.221744312
0.433333333,18,-0.116137425,-0.019488285,1.278602703
0.433333333,19,0.100264278,-0.042737791,1.226740359
0.433333333,20,-0.103530044,-0.021903107,1.271749026
0.433333333,21,0.094068847,-0.022018746,1.226809679
0.433333333,22,-0.096207667,-0.007140899,1.270002364
0.433333333,23,0.040939974,0.064879209,1.325355368
0.433333333,24,-0.048476632,0.06740006,1.348899768
0.433333333,25,0.054359868,-0.29226018,1.365353898
0.433333333,26,-0.026301099,-0.308491482,1.427422835
0.433333333,27,0.046827722,-0.673038091,1.458748324
0.433333333,28,-0.011594685,-0.704369553,1.503726198
0.433333333,29,0.045008619,-0.741623759,1.461510433
0.433333333,30,-0.000660726,-0.773641368,1.510855882
0.433333333,31,0.048762638,-0.648176887,1.415537326
0.433333333,32,-0.005900178,-0.674908627,1.460589959
0.466666667,0,-0.01219892,0.646886345,1.420271139
0.466666667,1,-0.007728738,0.64240093,1.385564986
0.466666667,2,-0.003101304,0.640608736,1.385984661
0.466666667,3,0.002896437,0.638948166,1.386027986
0.466666667,4,-0.021145368,0.646766099,1.387365274
0.466666667,5,-0.025701954,0.646805185,1.386928701
0.466666667,6,-0.030214779,0.647039474,1.387673418
0.466666667,7,0.009570532,0.579568565,1.282196275
0.466666667,8,-0.034651857,0.579528555,1.282204315
0.466666667,9,-0.005263971,0.610714764,1.392011592
0.466666667,10,-0.01895357,0.614522664,1.392571553
0.466666667,11,0.073762636,0.469963596,1.263055495
0.466666667,12,-0.0824058,0.474774704,1.285729616
0.466666667,13,0.09602307,0.230066524,1.232681274
0.466666667,14,-0.107436363,0.232399332,1.305080387
0.466666667,15,0.104564832,0.011423838,1.284869909
0.466666667,16,-0.112790865,0.021727315,1.349443631
0.466666667,17,0.112273586,-0.040276245,1.284410573
0.466666667,18,-0.120940124,-0.018954845,1.360259051
0.466666667,19,0.097617377,-0.040492573,1.292363129
0.466666667,20,-0.106781382,-0.018983222,1.355944577
0.466666667,21,0.09247727,-0.020431684,1.288793213
0.466666667,22,-0.097757107,-0.002668044,1.350663761
0.466666667,23,0.042628148,0.065302999,1.359255208
0.466666667,24,-0.049402159,0.069897994,1.366683535
0.466666667,25,0.053131599,-0.302593732,1.384293107
0.466666667,26,-0.027982224,-0.31816377,1.438815213
0.466666667,27,0.0455534,-0.681565393,1.458123199
0.466666667,28,-0.011171737,-0.703747686,1.496906384
0.466666667,29,0.042489753,-0.747620317,1.458905257
0.466666667,30,-0.002144194,-0.768407136,1.50209245
0.466666667,31,0.04667313,-0.668165438,1.416822448
0.466666667,32,-0.007901502,-0.68366136,1.454554647
0.5,0,-0.011441624,0.681981201,1.536209494
0.5,1,-0.006367757,0.682527254,1.503888526
0.5,2,-0.001094108,0.68118277,1.504350573
0.5,3,0.003902626,0.680084861,1.50439898
0.5,4,-0.020485035,0.687410137,1.506834664
0.5,5,-0.026056406,0.687696227,1.506461233
0.5,6,-0.031484473,0.687986854,1.507245712
0.5,7,0.009098569,0.625299046,1.394815973
0.5,8,-0.037105044,0.626469738,1.398197183
0.5,9,-0.00507275,0.648998663,1.503995926
0.5,10,-0.019437279,0.651446857,1.505820185
0.5,11,0.074825346,0.497279568,1.353551686
0.5,12,-0.089606437,0.504932801,1.388132906
0.5,13,0.091651183,0.254668632,1.327856932
0.5,14,-0.114227875,0.246150674,1.402146454
0.5,15,0.108127195,0.023618995,1.373221753
0.5,16,-0.12072179,0.019283729,1.433709454
0.5,17,0.115963828,-0.025038266,1.373108714
0.5,18,-0.125736252,-0.023608929,1.443652664
0.5,19,0.104896075,-0.029645802,1.380099398
0.5,20,-0.11476914,-0.023966191,1.442921546
0.5,21,0.10020115,-0.0084385,1.376983364
0.5,22,-0.104977768,-0.006809797,1.436052163
0.5,23,0.041224537,0.066104591,1.382156048
0.5,24,-0.050554074,0.070748931,1.395393782
0.5,25,0.054215965,-0.311789052,1.402157608
0.5,26,-0.027964057,-0.325433624,1.456079543
0.5,27,0.046958318,-0.687811387,1.461718701
0.5,28,-0.007348954,-0.715032395,1.50473518
0.5,29,0.047394865,-0.804115321,1.461183019
0.5,30,0.002329653,-0.786754171,1.510097139
0.5,31,0.053608749,-0.703552574,1.41852456
0.5,32,-0.004975391,-0.704615528,1.464570635
0.533333333,0,-0.010637381,0.652664076,1.467934755
0.533333333,1,-0.005935034,0.653086939,1.43219479
0.533333333,2,-0.001549692,0.652154104,1.432480333
0.533333333,3,0.003147361,0.651502429,1.432612806
0.533333333,4,-0.019328604,0.656986323,1.434620442
0.533333333,5,-0.02398151,0.657368516,1.434219323
0.533333333,6,-0.029190169,0.657670777,1.43502145
0.533333333,7,0.008736584,0.598691974,1.325791793
